Cell,sink_type
Samp24_bcHQWC,
Samp24_bcEZTD,
Samp24_bcEBLO,
Samp24_bcANJJ,
Samp24_bcDAHZ,
Samp24_bcDYMM,
Samp24_bcBSHM,
Samp24_bcBHIX,
Samp24_bcEAIK,
Samp24_bcFVMB,
Samp24_bcGRLV,
Samp24_bcEUDH,
Samp24_bcABNS,
Samp24_bcFQBZ,
Samp24_bcAPOB,
Samp24_bcAFZP,
Samp24_bcBOVE,
Samp24_bcFMJJ,
Samp24_bcFQET,
Samp24_bcBTFF,
Samp24_bcBUUN,
Samp24_bcFWSS,
Samp24_bcFWMB,
Samp24_bcHLCB,
Samp24_bcFFIL,
Samp24_bcEZHB,
Samp24_bcGFJI,
Samp24_bcIFFT,
Samp24_bcHLQH,
Samp24_bcFQVU,
Samp24_bcGQLX,
Samp24_bcEEQH,
Samp24_bcDTYF,
Samp24_bcGMPC,
Samp24_bcHVST,
Samp24_bcDKZI,
Samp24_bcBSRY,
Samp24_bcGZOQ,
Samp24_bcEWIX,
Samp24_bcCJTC,
Samp24_bcFWXU,
Samp24_bcAPTG,
Samp24_bcGRCX,
Samp24_bcCPEL,
Samp24_bcDPLY,
Samp24_bcBDPS,
Samp24_bcHEPV,
Samp24_bcANJG,
Samp24_bcIISN,
Samp24_bcGMIW,
Samp24_bcGWXK,
Samp24_bcDWTO,
Samp24_bcFRBW,
Samp24_bcFBFB,
Samp24_bcGHDA,
Samp24_bcEWFA,
Samp24_bcFYCF,
Samp24_bcDVMW,
Samp24_bcGMWP,
Samp24_bcHJNM,
Samp24_bcHCAX,
Samp24_bcCJOQ,
Samp24_bcHPTY,
Samp24_bcBOZQ,
Samp24_bcGHRU,
Samp24_bcEIWM,
Samp24_bcFXCJ,
Samp24_bcHEDU,basophil
Samp24_bcCANW,basophil
Samp24_bcEJKM,
Samp24_bcFAFZ,
Samp24_bcFSCM,
Samp24_bcFVTS,
Samp24_bcFDDC,
Samp24_bcBAJC,basophil
Samp24_bcHQVQ,
Samp24_bcCGAE,
Samp24_bcAQTU,
Samp24_bcDMSH,
Samp24_bcIAAW,
Samp24_bcAFMK,
Samp24_bcIINQ,
Samp24_bcCSXG,
Samp24_bcADZD,
Samp24_bcFZXO,
Samp24_bcGVSF,
Samp24_bcEJEJ,
Samp24_bcBYWF,
Samp24_bcEGAD,
Samp24_bcCREH,
Samp24_bcEANU,
Samp24_bcGPUK,
Samp24_bcFYZT,
Samp24_bcDLBE,
Samp24_bcHKZY,
Samp24_bcDXAB,
Samp24_bcDZHY,
Samp24_bcGIDL,basophil
Samp24_bcFIJV,
Samp24_bcGQCV,
Samp24_bcEGTJ,
Samp24_bcCFSQ,
Samp24_bcBQHJ,
Samp24_bcBTTA,
Samp24_bcFPAH,
Samp24_bcBDGH,
Samp24_bcBIPU,
Samp24_bcALGI,
Samp24_bcEVYO,
Samp24_bcDBBG,
Samp24_bcHNXA,
Samp24_bcGNWA,
Samp24_bcHHGL,
Samp24_bcGOPJ,
Samp24_bcBCOT,
Samp24_bcCFIM,
Samp24_bcDSWO,
Samp24_bcDEDZ,
Samp24_bcBXFY,
Samp24_bcGDJK,
Samp24_bcFURS,
Samp24_bcDJXW,
Samp24_bcGUGE,
Samp24_bcHNVY,
Samp24_bcGDIE,
Samp24_bcBEPQ,
Samp24_bcGDRS,
Samp24_bcCCMR,
Samp24_bcATNC,
Samp24_bcEBTM,
Samp24_bcAFIC,
Samp24_bcENXX,
Samp24_bcEAMC,
Samp24_bcAZSI,
Samp24_bcDJVC,
Samp24_bcAGQE,
Samp24_bcDEOJ,
Samp24_bcARFH,
Samp24_bcCMMM,
Samp24_bcFHVT,
Samp24_bcFJNV,
Samp24_bcAGPV,
Samp24_bcANKO,
Samp24_bcDZVU,
Samp24_bcBHET,
Samp24_bcDVCT,
Samp24_bcICPD,
Samp24_bcDDPT,
Samp24_bcIILB,
Samp24_bcEGCI,
Samp24_bcEEWE,
Samp24_bcCHPK,
Samp24_bcAKXU,
Samp24_bcEGFB,
Samp24_bcEKQD,
Samp24_bcDAAA,
Samp24_bcIJVI,
Samp24_bcFDYX,
Samp24_bcELCW,
Samp24_bcIAHV,
Samp24_bcCNJV,
Samp24_bcCFKW,
Samp24_bcDQHA,
Samp24_bcHCWB,
Samp24_bcHSRJ,
Samp24_bcGEJQ,
Samp24_bcBMFX,
Samp24_bcFMZR,
Samp24_bcAWNZ,
Samp24_bcFCNL,
Samp24_bcGUST,
Samp24_bcDIEE,
Samp24_bcADIK,
Samp24_bcHVQD,
Samp24_bcCLRO,
Samp24_bcCNZB,
Samp24_bcBAWS,
Samp24_bcIBYG,
Samp24_bcASTU,
Samp24_bcHKYC,
Samp24_bcDTTR,
Samp24_bcEHNP,
Samp24_bcGGTD,
Samp24_bcAKVH,
Samp24_bcFIKE,
Samp24_bcDXLR,
Samp24_bcFQMJ,
Samp24_bcCLOW,
Samp24_bcBLLS,
Samp24_bcFCUZ,
Samp24_bcFPGN,
Samp24_bcIAQB,
Samp24_bcDZWD,
Samp24_bcCZSS,
Samp24_bcBAMY,
Samp24_bcBWNW,
Samp24_bcCVCV,
Samp24_bcFORL,
Samp24_bcBPNT,
Samp24_bcGCZS,
Samp24_bcBQKX,
Samp24_bcHRKH,
Samp24_bcCKLA,
Samp24_bcIHUJ,
Samp24_bcCARX,
Samp24_bcFLCL,
Samp24_bcHCCX,
Samp24_bcADYI,
Samp24_bcHVGM,
Samp24_bcGNBG,
Samp24_bcDDPV,
Samp24_bcCQAD,
Samp24_bcGLZB,
Samp24_bcDXOK,
Samp24_bcBLKA,
Samp24_bcANQQ,
Samp24_bcGUSU,
Samp24_bcFQUS,
Samp24_bcCDTU,
Samp24_bcHCZW,
Samp24_bcCABK,
Samp24_bcGWMP,
Samp24_bcCSLQ,
Samp24_bcIJXT,
Samp24_bcCDQB,
Samp24_bcHFGS,
Samp24_bcIIDC,
Samp24_bcEIUL,
Samp24_bcFKYO,
Samp24_bcGVRE,
Samp24_bcGVDQ,
Samp24_bcAQQC,
Samp24_bcDYCD,
Samp24_bcEIPP,
Samp24_bcAELH,
Samp24_bcGOOU,
Samp24_bcEFLV,
Samp24_bcIJAI,
Samp24_bcBHWU,
Samp24_bcHFYR,
Samp24_bcHIPI,
Samp24_bcCTUS,
Samp24_bcCRHH,
Samp24_bcHVES,
Samp24_bcBHBY,
Samp24_bcEYRR,
Samp24_bcFAAA,
Samp24_bcHXMZ,
Samp24_bcICXD,
Samp24_bcIJIC,
Samp24_bcBMEA,
Samp24_bcFYDM,
Samp24_bcAUPT,
Samp24_bcGGDY,
Samp24_bcEVTR,
Samp24_bcBBNE,
Samp24_bcDWRW,
Samp24_bcAPOE,
Samp24_bcFWSL,
Samp24_bcHWWQ,
Samp24_bcEUGD,
Samp24_bcHWFT,
Samp24_bcGKAS,
Samp24_bcHKGX,
Samp24_bcEVWH,
Samp24_bcHDQS,
Samp24_bcFDVQ,
Samp24_bcBGOM,
Samp24_bcDYCC,
Samp24_bcELBD,
Samp24_bcHWYO,
Samp24_bcDLFR,
Samp24_bcFIMA,
Samp24_bcEZOA,
Samp24_bcFYVT,
Samp24_bcAFIT,
Samp24_bcHFAN,
Samp24_bcHXJO,
Samp24_bcGSGT,
Samp24_bcFXDJ,
Samp24_bcAUPP,
Samp24_bcDEQL,
Samp24_bcFJPO,
Samp24_bcGNIZ,
Samp24_bcGQPA,
Samp24_bcAILY,
Samp24_bcARSG,
Samp24_bcBYWE,
Samp24_bcAANM,
Samp24_bcBGVH,
Samp24_bcGWRG,
Samp24_bcDACV,
Samp24_bcHBXB,
Samp24_bcEFLK,
Samp24_bcCSXA,
Samp24_bcBGTA,
Samp24_bcALEX,
Samp24_bcHNWA,
Samp24_bcFOOD,
Samp24_bcHKBL,
Samp24_bcGAEK,
Samp24_bcFYGP,
Samp24_bcESCT,
Samp24_bcEYLD,
Samp24_bcAQGB,
Samp24_bcBLHH,
Samp24_bcHHLR,
Samp24_bcFQOL,
Samp24_bcFHWN,
Samp24_bcDFVE,
Samp24_bcFZKZ,
Samp24_bcATSZ,
Samp24_bcIBYD,
Samp24_bcBNBU,
Samp24_bcBADQ,
Samp24_bcAXAG,
Samp24_bcDMFF,
Samp24_bcHNMS,
Samp24_bcEXMR,
Samp24_bcBZWN,
Samp24_bcAUCD,
Samp24_bcCMQP,
Samp24_bcDIZG,
Samp24_bcGBPZ,
Samp24_bcBFZU,
Samp24_bcAELG,
Samp24_bcHNLI,
Samp24_bcAJSG,
Samp24_bcFOZS,
Samp24_bcCBYG,
Samp24_bcEFPS,
Samp24_bcCTNX,
Samp24_bcFVTD,
Samp24_bcBSBV,
Samp24_bcBKII,
Samp24_bcHYBR,
Samp24_bcELCC,
Samp24_bcAZZI,
Samp24_bcHHCL,
Samp24_bcBZBM,
Samp24_bcHQOI,
Samp24_bcALUE,
Samp24_bcHTAD,
Samp24_bcHGXK,
Samp24_bcGQSX,
Samp24_bcGOPI,
Samp24_bcGKQZ,
Samp24_bcGAQL,
Samp24_bcDDYV,
Samp24_bcABUR,
Samp24_bcHBHG,
Samp24_bcELJT,
Samp24_bcFUYX,
Samp24_bcBGXI,
Samp24_bcCIDE,
Samp24_bcFSDP,
Samp24_bcERSU,
Samp24_bcDPON,
Samp24_bcHQZC,
Samp24_bcAVHT,
Samp24_bcHGEE,
Samp24_bcECNQ,
Samp24_bcBCWM,
Samp24_bcACEG,
Samp24_bcIAZA,
Samp24_bcBGPG,
Samp24_bcDRGE,
Samp24_bcFUMU,
Samp24_bcDKGB,
Samp24_bcECAJ,
Samp24_bcFLTK,
Samp24_bcGACU,
Samp24_bcDJFF,
Samp24_bcFIAW,
Samp24_bcBGEZ,
Samp24_bcDQEE,
Samp24_bcBQNR,
Samp24_bcBKVC,
Samp24_bcDTRV,
Samp24_bcCZRE,
Samp24_bcCYBA,
Samp24_bcAXFC,
Samp24_bcHFWH,
Samp24_bcHJFE,
Samp24_bcIBVG,
Samp24_bcAAZI,
Samp24_bcFNDH,
Samp24_bcFRHH,
Samp24_bcDEGE,
Samp24_bcBSHK,
Samp24_bcFRHQ,
Samp24_bcBYAE,
Samp24_bcBFZO,
Samp24_bcFECK,
Samp24_bcFDKB,
Samp24_bcCVKP,
Samp24_bcDKKE,
Samp24_bcAUFK,
Samp24_bcBHKC,
Samp24_bcHKLO,
Samp24_bcAZTD,
Samp24_bcABUP,
Samp24_bcGFDG,
Samp24_bcFRKB,
Samp24_bcGSCM,
Samp24_bcCAPF,
Samp24_bcBQXU,
Samp24_bcCVRK,
Samp24_bcIISH,
Samp24_bcETFD,
Samp24_bcBKGA,
Samp24_bcFZWT,
Samp24_bcCHDH,
Samp24_bcIIZF,
Samp24_bcGFRU,
Samp24_bcDVBC,
Samp24_bcHECD,
Samp24_bcCBEE,
Samp24_bcFRWC,
Samp24_bcBRSF,
Samp24_bcDULU,
Samp24_bcATDZ,
Samp24_bcAYNB,
Samp24_bcBFER,
Samp24_bcEEMR,
Samp24_bcGWNV,
Samp24_bcFPSU,
Samp24_bcABNK,
Samp24_bcBJFC,
Samp24_bcBRAB,
Samp24_bcHABS,
Samp24_bcGCNO,
Samp24_bcFPHO,
Samp24_bcHEML,
Samp24_bcHYAQ,
Samp24_bcEULG,
Samp24_bcDCKM,
Samp24_bcBODA,
Samp24_bcIDSR,
Samp24_bcAEAC,
Samp24_bcAAWJ,
Samp24_bcHCEY,
Samp24_bcFHXO,
Samp24_bcBBKK,
Samp24_bcBDWT,
Samp24_bcBEEE,
Samp24_bcDTAH,
Samp24_bcHNGW,
Samp24_bcGHGR,lymphocyte
Samp24_bcECPU,
Samp24_bcBOMF,
Samp24_bcCZOB,
Samp24_bcDFTB,
Samp24_bcAKPZ,
Samp24_bcGSZP,
Samp24_bcEXZN,
Samp24_bcECSD,
Samp24_bcEEEZ,
Samp24_bcHUZH,
Samp24_bcDZTI,
Samp24_bcHQLO,
Samp24_bcCIRK,
Samp24_bcEKJF,lymphocyte
Samp24_bcEGVF,
Samp24_bcDBUW,
Samp24_bcGQCO,
Samp24_bcHZVY,
Samp24_bcGRSB,
Samp24_bcFBHX,
Samp24_bcATTR,lymphocyte
Samp24_bcGIQQ,
Samp24_bcBLXB,
Samp24_bcGZPM,
Samp24_bcFDKI,
Samp24_bcFPDB,
Samp24_bcIAVD,
Samp24_bcAIXV,
Samp24_bcFZGD,
Samp24_bcFYCN,
Samp24_bcBMHL,
Samp24_bcEUSM,
Samp24_bcFDFK,
Samp24_bcDUIX,
Samp24_bcHJEA,lymphocyte
Samp24_bcBKTS,lymphocyte
Samp24_bcDQTS,
Samp24_bcEQST,
Samp24_bcAJAS,
Samp24_bcFICR,
Samp24_bcBTTB,
Samp24_bcHGIA,
Samp24_bcHAPS,
Samp24_bcAJCB,lymphocyte
Samp24_bcDJFE,
Samp24_bcFIZE,
Samp24_bcFDKU,
Samp24_bcGUBW,
Samp24_bcATMC,
Samp24_bcAMPV,
Samp24_bcFEFT,
Samp24_bcFEJE,
Samp24_bcHQQT,
Samp24_bcCBFX,
Samp24_bcBQQS,lymphocyte
Samp24_bcBSVT,
Samp24_bcBCVJ,
Samp24_bcFAUZ,lymphocyte
Samp24_bcAKOI,
Samp24_bcEHHH,
Samp24_bcGXCH,
Samp24_bcENDB,
Samp24_bcIJNY,lymphocyte
Samp24_bcFCHO,
Samp24_bcGMTB,
Samp24_bcHWHO,
Samp24_bcBGCP,
Samp24_bcFDWV,
Samp24_bcBEQD,
Samp24_bcDMAX,
Samp24_bcFTGZ,
Samp24_bcAESX,lymphocyte
Samp24_bcGROL,
Samp24_bcICYL,
Samp24_bcIDRT,
Samp24_bcCAQH,lymphocyte
Samp24_bcBKYU,
Samp24_bcCXSP,
Samp24_bcAVWZ,
Samp24_bcEMUV,
Samp24_bcDHQY,
Samp24_bcEZQY,lymphocyte
Samp24_bcIHDK,
Samp24_bcABCI,
Samp24_bcELFN,
Samp24_bcDFJW,lymphocyte
Samp24_bcDXDJ,
Samp24_bcCLVU,
Samp24_bcBRGE,
Samp24_bcFXAW,
Samp24_bcHPFQ,
Samp24_bcEGKK,
Samp24_bcCBTA,
Samp24_bcFUGQ,
Samp24_bcGTHS,
Samp24_bcDAFC,
Samp24_bcBDTV,lymphocyte
Samp24_bcAWKG,
Samp24_bcCMJW,
Samp24_bcFJJV,
Samp24_bcFBTH,
Samp24_bcBRMF,
Samp24_bcBZGZ,
Samp24_bcIIYY,
Samp24_bcIEZM,
Samp24_bcAOOD,
Samp24_bcBZNI,
Samp24_bcASZT,
Samp24_bcBHRI,lymphocyte
Samp24_bcIGWC,
Samp24_bcICOP,
Samp24_bcBCBF,
Samp24_bcGFST,
Samp24_bcEMDH,
Samp24_bcIATT,
Samp24_bcFJWN,
Samp24_bcHPUR,
Samp24_bcGQRP,
Samp24_bcHQQI,lymphocyte
Samp24_bcGGWU,lymphocyte
Samp24_bcHUMC,
Samp24_bcIAEW,
Samp24_bcANRP,
Samp24_bcFXNW,
Samp24_bcGIJH,
Samp24_bcHHCM,lymphocyte
Samp24_bcDVNP,
Samp24_bcCZRK,
Samp24_bcEFUL,
Samp24_bcBGUI,
Samp24_bcDVGZ,
Samp24_bcGUUD,
Samp24_bcDJUZ,
Samp24_bcHUNR,
Samp24_bcBJZO,
Samp24_bcFWBE,
Samp24_bcDAUJ,
Samp24_bcBTSI,
Samp24_bcHVAR,
Samp24_bcBTSX,
Samp24_bcBFEX,
Samp24_bcAWMM,
Samp24_bcAFKM,
Samp24_bcHLHN,
Samp24_bcHNYD,
Samp24_bcGHBX,
Samp24_bcDAYT,
Samp24_bcDRVA,
Samp24_bcERSA,
Samp24_bcGLGK,
Samp24_bcHVJN,
Samp24_bcGOXK,
Samp24_bcFTFZ,
Samp24_bcBNPT,
Samp24_bcGDQF,lymphocyte
Samp24_bcIDRM,lymphocyte
Samp24_bcBGPT,lymphocyte
Samp24_bcDFHW,
Samp24_bcBLVX,
Samp24_bcDFYT,
Samp24_bcFIUZ,
Samp24_bcGBVJ,
Samp24_bcCCXV,
Samp24_bcFWPA,
Samp24_bcDCUK,
Samp24_bcGMBB,
Samp24_bcDSSS,
Samp24_bcBBSZ,
Samp24_bcABNQ,
Samp24_bcAWWT,lymphocyte
Samp24_bcHSBZ,
Samp24_bcANUK,
Samp24_bcDCAL,lymphocyte
Samp24_bcCBJG,
Samp24_bcEMPP,
Samp24_bcAHNE,lymphocyte
Samp24_bcCQBB,
Samp24_bcFXKD,lymphocyte
Samp24_bcHOTX,
Samp24_bcFKFN,
Samp24_bcEOIC,lymphocyte
Samp24_bcBOCZ,
Samp24_bcEHXL,
Samp24_bcGSFY,lymphocyte
Samp24_bcIIKK,
Samp24_bcGOZS,
Samp24_bcHYMU,
Samp24_bcDZEV,
Samp24_bcGBSD,
Samp24_bcGABE,
Samp24_bcHMXA,
Samp24_bcAPYV,
Samp24_bcAGUM,
Samp24_bcGOBR,
Samp24_bcBUUR,
Samp24_bcHZWR,
Samp24_bcGFRO,
Samp24_bcHFSQ,
Samp24_bcBPBV,
Samp24_bcAEUL,
Samp24_bcGLUA,
Samp24_bcEIZL,
Samp24_bcHNCY,
Samp24_bcGKDC,
Samp24_bcAYSI,
Samp24_bcHNKD,
Samp24_bcFVQS,
Samp24_bcAZXN,
Samp24_bcGKOJ,
Samp24_bcEQYC,
Samp24_bcAUIR,
Samp24_bcIKBG,
Samp24_bcCPUM,
Samp24_bcEUWL,
Samp24_bcACUY,
Samp24_bcGJPK,
Samp24_bcEOFO,
Samp24_bcCCAZ,
Samp24_bcBEWH,
Samp24_bcCIXT,
Samp24_bcEHAD,
Samp24_bcFCSB,
Samp24_bcHOGP,
Samp24_bcCCCU,
Samp24_bcBMKF,
Samp24_bcFGTY,
Samp24_bcGKYT,
Samp24_bcFZPU,
Samp24_bcATFD,
Samp24_bcIBXA,
Samp24_bcFJZY,
Samp24_bcELCM,
Samp24_bcGNPX,
Samp24_bcIEIN,
Samp24_bcHVPM,
Samp24_bcIDEC,
Samp24_bcBDYB,
Samp24_bcDQPZ,
Samp24_bcDBES,
Samp24_bcIBQO,
Samp24_bcEKQP,
Samp24_bcEWMJ,
Samp24_bcDOQQ,
Samp24_bcEQTT,
Samp24_bcGKYO,
Samp24_bcADEX,
Samp24_bcAQIB,
Samp24_bcFQWA,
Samp24_bcIDYJ,
Samp24_bcCZJY,
Samp24_bcAFDJ,
Samp24_bcBIJB,
Samp24_bcEORX,
Samp24_bcANSC,
Samp24_bcAIHS,
Samp24_bcIJVS,
Samp24_bcIFAA,
Samp24_bcENET,
Samp24_bcFSLU,
Samp24_bcESCG,
Samp24_bcAFRZ,
Samp24_bcGSZL,
Samp24_bcEILU,
Samp24_bcFINL,
Samp24_bcGQAS,
Samp24_bcGBKZ,
Samp24_bcHROR,
Samp24_bcFCLB,
Samp24_bcDSXJ,
Samp24_bcEZBB,
Samp24_bcBEKW,
Samp24_bcBAVY,
Samp24_bcACCI,
Samp24_bcFUAV,
Samp24_bcASTB,
Samp24_bcAKOJ,
Samp24_bcCKBP,
Samp24_bcHXDE,
Samp24_bcGPJX,
Samp24_bcBNTW,
Samp24_bcFYOS,
Samp24_bcIACC,
Samp24_bcEEOX,
Samp24_bcCJXD,
Samp24_bcAPTA,
Samp24_bcDATI,
Samp24_bcGVGT,
Samp24_bcFMMA,
Samp24_bcGGPN,
Samp24_bcHJER,
Samp24_bcACTJ,
Samp24_bcEFKH,
Samp24_bcCUZO,
Samp24_bcFXPY,
Samp24_bcDRHS,
Samp24_bcBAMP,
Samp24_bcBCXW,
Samp24_bcBLII,
Samp24_bcHJNH,
Samp24_bcAYYG,
Samp24_bcGFHQ,
Samp24_bcABAY,
Samp24_bcFRLI,
Samp24_bcGLIA,
Samp24_bcDOPT,
Samp24_bcHMFX,
Samp24_bcGPXA,
Samp24_bcIJNE,
Samp24_bcBDUA,
Samp24_bcCFHQ,
Samp24_bcBNSZ,
Samp24_bcHUQO,
Samp24_bcEOSV,
Samp24_bcHAIK,
Samp24_bcDUDB,
Samp24_bcGTDU,
Samp24_bcHNCP,
Samp24_bcAHPJ,
Samp24_bcGULF,
Samp24_bcHELU,
Samp24_bcASOK,
Samp24_bcBCUA,
Samp24_bcELGR,
Samp24_bcGKES,
Samp24_bcIEJI,
Samp24_bcICFL,
Samp24_bcDWCO,
Samp24_bcESES,
Samp24_bcHNCR,
Samp24_bcEMON,
Samp24_bcBIOZ,
Samp24_bcCQDP,
Samp24_bcAUNM,
Samp24_bcGIZV,
Samp24_bcICNA,
Samp24_bcHMYF,
Samp24_bcDWJT,
Samp24_bcGYPW,
Samp24_bcHGFA,
Samp24_bcFMCY,
Samp24_bcIHCA,
Samp24_bcFQKI,
Samp24_bcACEP,
Samp24_bcGWGK,
Samp24_bcGFTQ,
Samp24_bcCZMQ,
Samp24_bcAFFZ,
Samp24_bcCPRG,
Samp24_bcHJYM,
Samp24_bcDTPQ,
Samp24_bcHDVU,
Samp24_bcGGFS,
Samp24_bcANXU,
Samp24_bcICDL,
Samp24_bcHMLY,
Samp24_bcHFZJ,
Samp24_bcEBJO,
Samp24_bcIGZG,
Samp24_bcHSOE,
Samp24_bcFDEC,
Samp24_bcFFET,
Samp24_bcAIYF,
Samp24_bcACKA,
Samp24_bcGCXE,
Samp24_bcHRUV,
Samp24_bcDWRY,
Samp24_bcGZXT,
Samp24_bcDAEO,
Samp24_bcGTHH,
Samp24_bcAWLS,
Samp24_bcGQHE,
Samp24_bcCXDN,
Samp24_bcGNTT,
Samp24_bcERDF,
Samp24_bcAHUC,
Samp24_bcFQLA,platelet
Samp24_bcAJNY,
Samp24_bcEXSF,
Samp24_bcHVVC,
Samp24_bcFYDU,
Samp24_bcCPNK,
Samp24_bcCQSL,
Samp24_bcEBSR,
Samp24_bcAGDU,
Samp24_bcDDRL,
Samp24_bcBBPP,
Samp24_bcDNMI,
Samp24_bcIDRZ,
Samp24_bcIGJW,
Samp24_bcECDM,
Samp24_bcDBDB,
Samp24_bcAWQV,
Samp24_bcAUBA,
Samp24_bcAWSN,
Samp24_bcCVAG,
Samp24_bcEIKB,
Samp24_bcHAIB,
Samp24_bcBBKQ,
Samp24_bcHMZH,
Samp24_bcDKVN,
Samp24_bcBOCO,
Samp24_bcEXWN,
Samp24_bcIAHD,
Samp24_bcABQS,
Samp24_bcAMBY,
Samp24_bcHOXQ,
Samp24_bcBTMS,
Samp24_bcCXWV,
Samp24_bcBXOR,
Samp24_bcIBBB,
Samp24_bcACPY,
Samp24_bcFMWN,
Samp24_bcCETQ,
Samp24_bcFBCG,
Samp24_bcGNMN,
Samp24_bcFOOX,
Samp24_bcAUCL,
Samp24_bcASGT,
Samp24_bcHHFJ,
Samp24_bcEOXC,
Samp24_bcGWDT,
Samp24_bcBATR,
Samp24_bcESCA,
Samp24_bcANRW,
Samp24_bcAKLE,
Samp24_bcALXS,
Samp24_bcIHWV,
Samp24_bcAEKP,
Samp24_bcAETC,
Samp24_bcFGTB,
Samp24_bcHEAI,
Samp24_bcBRZJ,
Samp24_bcAZTA,
Samp24_bcEZXA,
Samp24_bcEHGQ,
Samp24_bcESRC,
Samp24_bcEJQM,
Samp24_bcAXNG,
Samp24_bcGNWQ,platelet
Samp24_bcFGKE,
Samp24_bcDWVF,
Samp24_bcFMOP,
Samp24_bcHCGH,
Samp24_bcAPDY,
Samp24_bcBNKG,
Samp24_bcFCCB,
Samp24_bcHLLT,
Samp24_bcDRKN,
Samp24_bcEYOU,
Samp24_bcFAWV,
Samp24_bcFZBD,
Samp24_bcGYQS,
Samp24_bcHPYT,
Samp24_bcEUSX,
Samp24_bcHKKD,platelet
Samp24_bcDOUQ,
Samp24_bcDKLA,
Samp24_bcERHG,
Samp24_bcGKZI,
Samp24_bcHQDD,
Samp24_bcAJYV,
Samp24_bcBUYF,
Samp24_bcFWSI,
Samp24_bcDMGB,
Samp24_bcCBSU,
Samp24_bcCMIT,
Samp24_bcFMDP,
Samp24_bcFTWY,
Samp24_bcAVJV,
Samp24_bcAOAW,
Samp24_bcBOCA,
Samp24_bcBZPQ,
Samp24_bcGZHU,
Samp24_bcFTTQ,
Samp24_bcEDCE,
Samp24_bcGRMS,
Samp24_bcFRMD,
Samp24_bcEIZO,
Samp24_bcHUSU,
Samp24_bcIENQ,
Samp24_bcHIBC,
Samp24_bcAEHG,
Samp24_bcGHID,
Samp24_bcEKPJ,
Samp24_bcHZHF,
Samp24_bcIHTT,
Samp24_bcBZKW,
Samp24_bcHSVX,
Samp24_bcFUJC,
Samp24_bcAMXH,
Samp24_bcABHW,
Samp24_bcFFAM,
Samp24_bcFFOK,
Samp24_bcIEAT,
Samp24_bcFXPJ,
Samp24_bcAKYY,
Samp24_bcEGQJ,
Samp24_bcFYOR,
Samp24_bcEOYQ,
Samp24_bcBRNE,
Samp24_bcBJAV,
Samp24_bcGRBW,
Samp24_bcIGJO,
Samp24_bcBWET,
Samp24_bcIGZD,
Samp24_bcBGEE,
Samp24_bcAVYE,
Samp24_bcCSNC,
Samp24_bcGKJF,
Samp24_bcDNYH,
Samp24_bcGKLH,
Samp24_bcGFPZ,
Samp24_bcHHFQ,
Samp24_bcHOPQ,
Samp24_bcEBCP,
Samp24_bcAIHX,
Samp24_bcGJYE,
Samp24_bcFILG,
Samp24_bcBZWU,
Samp24_bcBGUZ,
Samp24_bcIFUL,
Samp24_bcABUB,
Samp24_bcFGAP,
Samp24_bcEADE,
Samp24_bcGOTF,
Samp24_bcDFVC,
Samp24_bcBHCP,
Samp24_bcHFBY,
Samp24_bcIDGY,
Samp24_bcHYEU,
Samp24_bcCVOL,
Samp24_bcABPY,
Samp24_bcFHIC,
Samp24_bcGYFU,
Samp24_bcDWVS,
Samp24_bcCGDV,
Samp24_bcHMYJ,
Samp24_bcBZGD,
Samp24_bcHTQC,
Samp24_bcEERM,
Samp24_bcFRHL,
Samp24_bcBADM,
Samp24_bcBVFL,
Samp24_bcHZGW,
Samp24_bcBMWE,
Samp24_bcCXSL,
Samp24_bcCSSO,
Samp24_bcHJDO,
Samp24_bcDWKN,
Samp24_bcIAQQ,
Samp24_bcBSSA,
Samp24_bcALJI,
Samp24_bcACMC,
Samp24_bcBPJV,
Samp24_bcGGPW,
Samp24_bcHREQ,
Samp24_bcDRAE,
Samp24_bcBWVG,
Samp24_bcBGCZ,
Samp24_bcDTHC,
Samp24_bcAFPI,
Samp24_bcBTND,
Samp24_bcBTIR,
Samp24_bcERYI,
Samp24_bcFJOD,
Samp24_bcEBJQ,
Samp24_bcEUFO,
Samp24_bcBOIZ,
Samp24_bcGPLN,
Samp24_bcAXWT,
Samp24_bcECXW,
Samp24_bcAPKO,
Samp24_bcGHKI,
Samp24_bcBBOL,
Samp24_bcHCNT,
Samp24_bcASMF,
Samp24_bcCGRA,
Samp24_bcGPRB,
Samp24_bcCZKN,
Samp24_bcDGTW,
Samp24_bcHWEO,
Samp24_bcHQVS,
Samp24_bcGUIP,
Samp24_bcFHFP,
Samp24_bcIAHF,
Samp24_bcBSIA,
Samp24_bcGHZE,
Samp24_bcARAI,
Samp24_bcEFNX,
Samp24_bcFIJD,
Samp24_bcHFGM,
Samp24_bcIATA,
Samp24_bcEGVY,
Samp24_bcHBZC,
Samp24_bcDZSU,
Samp24_bcELRS,
Samp24_bcAGPO,
Samp24_bcDNTJ,
Samp24_bcHKIQ,
Samp24_bcHWOF,
Samp24_bcFXDN,
Samp24_bcFAIN,
Samp24_bcESVP,
Samp24_bcETLA,
Samp24_bcGROX,
Samp24_bcBNCU,
Samp24_bcBAHG,
Samp24_bcCXOS,
Samp24_bcAHGY,
Samp24_bcENKC,
Samp25_bcDSHW,
Samp25_bcAIPP,
Samp25_bcABPC,
Samp25_bcBZIY,
Samp25_bcHYLC,
Samp25_bcEAPM,
