Cell,meta_cluster
Samp41_bcFAUU,HSC/MPP
Samp41_bcIAEY,HSC/MPP
Samp41_bcDNDX,HSC/MPP
Samp41_bcHGBH,HSC/MPP
Samp41_bcBIKP,HSC/MPP
Samp41_bcENBG,HSC/MPP
Samp41_bcGWHT,HSC/MPP
Samp41_bcGPEJ,HSC/MPP
Samp41_bcHAKD,HSC/MPP
Samp41_bcCYWR,HSC/MPP
Samp41_bcCEMK,HSC/MPP
Samp41_bcFZNG,Granulocyte
Samp41_bcHWPD,HSC/MPP
Samp41_bcHVAP,HSC/MPP
Samp41_bcBDWY,HSC/MPP
Samp41_bcEGBX,HSC/MPP
Samp41_bcAABT,HSC/MPP
Samp41_bcFQMH,HSC/MPP
Samp41_bcFVYU,Myeloid-biased-MPP
Samp41_bcGUZJ,HSC/MPP
Samp41_bcIIJR,Myeloid-biased-MPP
Samp41_bcBSCZ,HSC/MPP
Samp41_bcBCTR,Myeloid-biased-MPP
Samp41_bcCWUT,Myeloid-biased-MPP
Samp41_bcDVQD,HSC/MPP
Samp41_bcENEL,HSC/MPP
Samp41_bcAQWD,HSC/MPP
Samp41_bcDDAX,HSC/MPP
Samp41_bcAESJ,HSC/MPP
Samp41_bcFMBZ,HSC/MPP
Samp41_bcAQTF,HSC/MPP
Samp41_bcAJOR,HSC/MPP
Samp41_bcETWJ,HSC/MPP
Samp41_bcGJXM,HSC/MPP
Samp41_bcIALZ,HSC/MPP
Samp41_bcAYSQ,HSC/MPP
Samp41_bcEWWF,HSC/MPP
Samp41_bcEPPY,HSC/MPP
Samp41_bcBCBI,HSC/MPP
Samp41_bcAOUN,HSC/MPP
Samp41_bcEVMG,HSC/MPP
Samp41_bcCFSY,HSC/MPP
Samp41_bcBBCJ,HSC/MPP
Samp41_bcHHNY,HSC/MPP
Samp41_bcAATH,Meg/Ery-biased-MPP
Samp41_bcGVPD,HSC/MPP
Samp41_bcHASY,HSC/MPP
Samp41_bcGHMV,HSC/MPP
Samp41_bcCZSV,HSC/MPP
Samp41_bcGWFA,Meg/Ery-biased-MPP
Samp41_bcHSQG,HSC/MPP
Samp41_bcGJYR,HSC/MPP
Samp41_bcCBWK,HSC/MPP
Samp41_bcHHJB,HSC/MPP
Samp41_bcEELJ,HSC/MPP
Samp41_bcCOGO,HSC/MPP
Samp41_bcCMWE,HSC/MPP
Samp41_bcEAJA,HSC/MPP
Samp41_bcFSRA,HSC/MPP
Samp41_bcDYCL,HSC/MPP
Samp41_bcGVUW,HSC/MPP
Samp41_bcHDQQ,HSC/MPP
Samp41_bcEAON,Granulocyte
Samp41_bcEDEC,HSC/MPP
Samp41_bcEXWF,HSC/MPP
Samp41_bcFNCP,HSC/MPP
Samp41_bcGUML,HSC/MPP
Samp41_bcFOCX,HSC/MPP
Samp41_bcEWWR,HSC/MPP
Samp41_bcAKZO,HSC/MPP
Samp41_bcAMLN,Meg/Ery-biased-MPP
Samp41_bcDJOX,HSC/MPP
Samp41_bcHRNY,Myeloid-biased-MPP
Samp41_bcFFCV,HSC/MPP
Samp41_bcAKQZ,HSC/MPP
Samp41_bcAHNU,HSC/MPP
Samp41_bcHJCS,HSC/MPP
Samp41_bcBVLG,HSC/MPP
Samp41_bcAADP,HSC/MPP
Samp41_bcIHAX,HSC/MPP
Samp41_bcDQSW,HSC/MPP
Samp41_bcEVZM,HSC/MPP
Samp41_bcFHQZ,Myeloid-biased-MPP
Samp41_bcFJPX,HSC/MPP
Samp41_bcFKAM,HSC/MPP
Samp41_bcERNJ,HSC/MPP
Samp41_bcECVG,HSC/MPP
Samp41_bcIGXU,Myeloid-biased-MPP
Samp41_bcBRLY,Lymphoid
Samp41_bcATPZ,HSC/MPP
Samp41_bcEMQI,HSC/MPP
Samp41_bcGNKN,HSC/MPP
Samp41_bcBQRK,HSC/MPP
Samp41_bcDSXY,HSC/MPP
Samp41_bcAAXA,HSC/MPP
Samp41_bcFYHK,HSC/MPP
Samp41_bcDIHO,HSC/MPP
Samp41_bcFLRU,HSC/MPP
Samp41_bcEMTS,HSC/MPP
Samp41_bcESMW,HSC/MPP
Samp41_bcBPBT,Myeloid-biased-MPP
Samp41_bcDVEG,HSC/MPP
Samp41_bcAWVS,HSC/MPP
Samp41_bcAJMX,HSC/MPP
Samp41_bcCENS,HSC/MPP
Samp41_bcGWZY,HSC/MPP
Samp41_bcIIAP,HSC/MPP
Samp41_bcHOPC,Meg/Ery-biased-MPP
Samp41_bcDBUB,HSC/MPP
Samp41_bcGWMG,Meg/Ery-biased-MPP
Samp41_bcBUIP,HSC/MPP
Samp41_bcFNNV,HSC/MPP
Samp41_bcFLPS,Meg/Ery-biased-MPP
Samp41_bcFQRL,HSC/MPP
Samp41_bcAXBF,HSC/MPP
Samp41_bcAUDS,HSC/MPP
Samp41_bcBTOV,HSC/MPP
Samp41_bcHPPK,Erythroid
Samp41_bcCGYY,HSC/MPP
Samp41_bcHCXE,HSC/MPP
Samp41_bcDMAI,HSC/MPP
Samp41_bcDYUJ,HSC/MPP
Samp41_bcAUFW,HSC/MPP
Samp41_bcBGJN,HSC/MPP
Samp41_bcAROK,HSC/MPP
Samp41_bcCHAK,Myeloid-biased-MPP
Samp41_bcHXZC,HSC/MPP
Samp41_bcCGJO,HSC/MPP
Samp41_bcAJJJ,HSC/MPP
Samp41_bcDHYA,Meg/Ery-biased-MPP
Samp41_bcDYPK,HSC/MPP
Samp41_bcGKFW,HSC/MPP
Samp41_bcDBLM,HSC/MPP
Samp41_bcIBHU,Lymphoid
Samp41_bcHGPG,Lymphoid
Samp41_bcCZFK,HSC/MPP
Samp41_bcGRFO,HSC/MPP
Samp41_bcFLEL,HSC/MPP
Samp41_bcBDDE,HSC/MPP
Samp41_bcGPHY,HSC/MPP
Samp41_bcBLJG,Myeloid-biased-MPP
Samp41_bcGNVW,Erythroid
Samp41_bcCFEN,Erythroid
Samp41_bcBGXL,Erythroid
Samp41_bcEBNP,Erythroid
Samp41_bcESWK,Meg/Ery-biased-MPP
Samp41_bcFWMW,Erythroid
Samp41_bcDRPU,Erythroid
Samp41_bcBNKP,Erythroid
Samp41_bcIEBD,Erythroid
Samp41_bcGJEL,Erythroid
Samp41_bcHIUR,Erythroid
Samp41_bcIHQO,Erythroid
Samp41_bcIAGR,Erythroid
Samp41_bcBKFP,Erythroid
Samp41_bcACEX,Erythroid
Samp41_bcHXJN,Erythroid
Samp41_bcBUSQ,Erythroid
Samp41_bcCMQG,Basophil
Samp41_bcFVLR,Erythroid
Samp41_bcGNRC,Platelet
Samp41_bcHDNY,Erythroid
Samp41_bcFOFL,Erythroid
Samp41_bcBTUT,Erythroid
Samp41_bcFYAD,Erythroid
Samp41_bcAXSB,Erythroid
Samp41_bcGYVJ,Erythroid
Samp41_bcEFXE,Erythroid
Samp41_bcBSDD,HSC/MPP
Samp41_bcDGLD,Erythroid
Samp41_bcAKOR,Erythroid
Samp41_bcIDKP,Erythroid
Samp41_bcHXSV,Erythroid
Samp41_bcFFIW,Erythroid
Samp41_bcCGSW,Erythroid
Samp41_bcDSNU,Granulocyte
Samp41_bcABWM,Erythroid
Samp41_bcFPSA,Erythroid
Samp41_bcENXG,Erythroid
Samp41_bcDFNG,Erythroid
Samp41_bcHSWN,Erythroid
Samp41_bcDOHK,Erythroid
Samp41_bcGJBB,Erythroid
Samp41_bcDKTW,Erythroid
Samp41_bcBFJK,Erythroid
Samp41_bcGKMT,Erythroid
Samp41_bcICPU,Erythroid
Samp41_bcAZPA,Erythroid
Samp41_bcAJKY,Erythroid
Samp41_bcBPRU,Erythroid
Samp41_bcEJHJ,Erythroid
Samp41_bcAJUT,Erythroid
Samp41_bcEGKS,Erythroid
Samp41_bcEYKP,Erythroid
Samp41_bcCFHV,Erythroid
Samp41_bcAMTR,HSC/MPP
Samp41_bcHWWX,Erythroid
Samp41_bcFBNE,Erythroid
Samp41_bcAJKS,Erythroid
Samp41_bcDKOJ,Erythroid
Samp41_bcEGKW,Erythroid
Samp41_bcGQEN,Erythroid
Samp41_bcGCLR,Erythroid
Samp41_bcDLHX,Erythroid
Samp41_bcAXXS,Erythroid
Samp41_bcIBFH,Erythroid
Samp41_bcEJOF,Erythroid
Samp41_bcHZKH,Erythroid
Samp41_bcHGGS,Erythroid
Samp41_bcDRXB,Erythroid
Samp41_bcACNE,Erythroid
Samp41_bcCWCV,Erythroid
Samp41_bcGIGM,Erythroid
Samp41_bcEROG,Erythroid
Samp41_bcETMR,Erythroid
Samp41_bcEWZY,Platelet
Samp41_bcFGXH,Erythroid
Samp41_bcCKGV,Erythroid
Samp41_bcDKTA,Erythroid
Samp41_bcCEVM,Erythroid
Samp41_bcAWAU,Erythroid
Samp41_bcEVUX,Erythroid
Samp41_bcHXOH,Erythroid
Samp41_bcGLOO,Erythroid
Samp41_bcFZZV,Erythroid
Samp41_bcBLQH,Platelet
Samp41_bcEVEY,Platelet
Samp41_bcFTOX,Platelet
Samp41_bcBANX,Erythroid
Samp41_bcAHRI,Erythroid
Samp41_bcDNFX,Erythroid
Samp41_bcAWBW,Erythroid
Samp41_bcARGH,Erythroid
Samp41_bcFGDH,Erythroid
Samp41_bcBDWJ,Erythroid
Samp41_bcEZZL,Erythroid
Samp41_bcDSWF,Erythroid
Samp41_bcBJAL,Erythroid
Samp41_bcCWSN,Erythroid
Samp41_bcEBCY,Erythroid
Samp41_bcFVQI,Erythroid
Samp41_bcARAG,Platelet
Samp41_bcAKLP,Erythroid
Samp41_bcADXZ,Erythroid
Samp41_bcAQYN,Erythroid
Samp41_bcFPHH,Erythroid
Samp41_bcETZA,Basophil
Samp41_bcHQFC,Erythroid
Samp41_bcBPCP,Erythroid
Samp41_bcFYKY,Erythroid
Samp41_bcHWIK,Erythroid
Samp41_bcDWMP,Erythroid
Samp41_bcCXXY,Erythroid
Samp41_bcAUYE,Erythroid
Samp41_bcCCWZ,Erythroid
Samp41_bcATDC,Erythroid
Samp41_bcGWSO,Erythroid
Samp41_bcCHLB,Erythroid
Samp41_bcEYSV,Erythroid
Samp41_bcEMBP,Erythroid
Samp41_bcFQUD,Erythroid
Samp41_bcFUBU,Erythroid
Samp41_bcHZVM,Erythroid
Samp41_bcDSUJ,Erythroid
Samp41_bcGPMS,Granulocyte
Samp41_bcDFMC,Granulocyte
Samp41_bcEXQC,Granulocyte
Samp41_bcAECD,Granulocyte
Samp41_bcDJBU,Granulocyte
Samp41_bcFCYG,Granulocyte
Samp41_bcDJNM,Granulocyte
Samp41_bcFSMU,Granulocyte
Samp41_bcHUKA,Granulocyte
Samp41_bcHUKT,Granulocyte
Samp41_bcHWRJ,Granulocyte
Samp41_bcEEYG,Granulocyte
Samp41_bcDJJS,Granulocyte
Samp41_bcFMUN,Granulocyte
Samp41_bcFSQN,Granulocyte
Samp41_bcHVWX,Granulocyte
Samp41_bcBSYO,Granulocyte
Samp41_bcETPS,Granulocyte
Samp41_bcHQSG,Granulocyte
Samp41_bcHENQ,Granulocyte
Samp41_bcFRTM,Granulocyte
Samp41_bcDYXP,Granulocyte
Samp41_bcDTDX,Granulocyte
Samp41_bcEVCU,Granulocyte
Samp41_bcIHQT,Granulocyte
Samp41_bcEVPG,Granulocyte
Samp41_bcBYES,Granulocyte
Samp41_bcDHGL,Granulocyte
Samp41_bcDYDI,Granulocyte
Samp41_bcDWUF,Granulocyte
Samp41_bcAVVJ,Lymphoid
Samp41_bcFXAH,Granulocyte
Samp41_bcHDZB,Granulocyte
Samp41_bcGZYK,Granulocyte
Samp41_bcHZHN,Granulocyte
Samp41_bcFNLH,Granulocyte
Samp41_bcHIZQ,Granulocyte
Samp41_bcHWEW,Granulocyte
Samp41_bcDYQM,Granulocyte
Samp41_bcGIYN,Granulocyte
Samp41_bcFQJB,Granulocyte
Samp41_bcGBHN,Granulocyte
Samp41_bcEZPE,Granulocyte
Samp41_bcGEUJ,Granulocyte
Samp41_bcHWBA,Granulocyte
Samp41_bcGQCG,Granulocyte
Samp41_bcCKCM,Granulocyte
Samp41_bcHNVK,Granulocyte
Samp41_bcFDMH,Granulocyte
Samp41_bcFFDT,Granulocyte
Samp41_bcGCZU,Granulocyte
Samp41_bcDEZL,Granulocyte
Samp41_bcIJFO,Granulocyte
Samp41_bcHGAG,Granulocyte
Samp41_bcAQUC,Granulocyte
Samp41_bcFSUK,Granulocyte
Samp41_bcDSLS,Granulocyte
Samp41_bcDMWE,Granulocyte
Samp41_bcEIFZ,Granulocyte
Samp41_bcCEJU,Granulocyte
Samp41_bcBJCP,Monocyte
Samp41_bcAQQO,Monocyte
Samp41_bcIEHI,Monocyte
Samp41_bcABVG,Granulocyte
Samp41_bcFUZD,Monocyte
Samp41_bcCBTV,Granulocyte
Samp41_bcENBM,Monocyte
Samp41_bcHKKK,Monocyte
Samp41_bcBEZO,Monocyte
Samp41_bcCWPA,Monocyte
Samp41_bcGBOK,Monocyte
Samp41_bcAKKC,Monocyte
Samp41_bcGUVV,Monocyte
Samp41_bcDEBY,Monocyte
Samp41_bcEAJW,Monocyte
Samp41_bcGWEN,Monocyte
Samp41_bcFDVN,Monocyte
Samp41_bcFSQZ,Monocyte
Samp41_bcBCZB,Monocyte
Samp41_bcCEOA,Monocyte
Samp41_bcHKZG,Monocyte
Samp41_bcDBRJ,Monocyte
Samp41_bcBXBZ,Monocyte
Samp41_bcAOJB,Granulocyte
Samp41_bcFUSF,Monocyte
Samp41_bcEWPT,Monocyte
Samp41_bcHFTV,Monocyte
Samp41_bcEOUU,Granulocyte
Samp41_bcCWJB,Monocyte
Samp41_bcFKYX,Granulocyte
Samp41_bcBAOZ,Monocyte
Samp41_bcFONF,Monocyte
Samp41_bcHJQU,Monocyte
Samp41_bcDPXA,Monocyte
Samp41_bcAVOH,Granulocyte
Samp41_bcGJDL,Monocyte
Samp41_bcGJJR,Erythroid
Samp41_bcFIHL,Granulocyte
Samp41_bcBGHL,Monocyte
Samp41_bcGOAT,Monocyte
Samp41_bcDEDU,Monocyte
Samp41_bcCVTY,Granulocyte
Samp41_bcDASX,Monocyte
Samp41_bcATMR,Monocyte
Samp41_bcHMPV,HSC/MPP
Samp41_bcCSPS,Monocyte
Samp41_bcBOTV,Monocyte
Samp41_bcICNZ,Granulocyte
Samp41_bcGLOW,Lymphoid
Samp41_bcADWC,Monocyte
Samp41_bcBKVW,Monocyte
Samp41_bcGOHC,Lymphoid
Samp41_bcCYCL,Lymphoid
Samp41_bcGDKL,Monocyte
Samp41_bcIDSD,Monocyte
Samp41_bcFPPM,Monocyte
Samp41_bcHCPC,Monocyte
Samp41_bcGVFC,Monocyte
Samp41_bcFTUY,Lymphoid
Samp41_bcDZXH,Lymphoid
Samp41_bcHBCP,Monocyte
Samp41_bcDAVS,Monocyte
Samp41_bcIART,Lymphoid
Samp41_bcDZLL,Monocyte
Samp41_bcGNYJ,Monocyte
Samp41_bcGEOD,Monocyte
Samp41_bcHSVY,Monocyte
Samp41_bcFZVZ,Monocyte
Samp41_bcEORS,Monocyte
Samp41_bcDEDD,Monocyte
Samp41_bcAISR,Monocyte
Samp41_bcEKEW,Monocyte
Samp41_bcDALP,Monocyte
Samp41_bcBHCF,Monocyte
Samp41_bcEACZ,Granulocyte
Samp41_bcFAWP,Monocyte
Samp41_bcGVBQ,Monocyte
Samp41_bcFJSU,Granulocyte
Samp41_bcFHUC,Monocyte
Samp41_bcABWS,Monocyte
Samp41_bcHQCF,Lymphoid
Samp41_bcAFPM,Monocyte
Samp41_bcIDPQ,Monocyte
Samp41_bcFYXD,Monocyte
Samp41_bcIFKZ,Monocyte
Samp41_bcBFXH,Monocyte
Samp41_bcDXVQ,Monocyte
Samp41_bcAFPO,Monocyte
Samp41_bcHXVH,Lymphoid
Samp41_bcBGUZ,Monocyte
Samp41_bcFAUF,Lymphoid
Samp41_bcHOSI,Monocyte
Samp41_bcBCMY,Monocyte
Samp41_bcASWQ,Monocyte
Samp41_bcGODX,Monocyte
Samp41_bcFZVM,Monocyte
Samp41_bcIIHZ,Monocyte
Samp41_bcFOUY,Monocyte
Samp41_bcCWSQ,Lymphoid
Samp41_bcFIZH,Monocyte
Samp41_bcIDIG,Monocyte
Samp41_bcDKZZ,Monocyte
Samp41_bcGZEK,Monocyte
Samp41_bcGOIB,Monocyte
Samp41_bcGKPD,Monocyte
Samp41_bcHDZD,Monocyte
Samp41_bcGIRF,Monocyte
Samp41_bcFWFU,Lymphoid
Samp41_bcEVJE,Lymphoid
Samp41_bcFAOK,Lymphoid
Samp41_bcCRAW,Lymphoid
Samp41_bcDQEK,Lymphoid
Samp41_bcBPLF,Erythroid
Samp41_bcEWVL,Lymphoid
Samp41_bcHQDW,Lymphoid
Samp41_bcDRGN,Lymphoid
Samp41_bcBVUI,Lymphoid
Samp41_bcGUKM,HSC/MPP
Samp41_bcGBQL,Lymphoid
Samp41_bcGWZJ,Lymphoid
Samp41_bcFZOU,Lymphoid
Samp41_bcFKXR,HSC/MPP
Samp41_bcFKHI,Lymphoid
Samp41_bcFGSJ,HSC/MPP
Samp41_bcDOSE,HSC/MPP
Samp41_bcGNKC,Lymphoid
Samp41_bcDUWF,Lymphoid
Samp41_bcDWWZ,Lymphoid
Samp41_bcEXSM,HSC/MPP
Samp41_bcHUWE,Lymphoid
Samp41_bcHCUZ,HSC/MPP
Samp41_bcFNBT,Lymphoid
Samp41_bcBONB,Lymphoid
Samp41_bcEYOM,Lymphoid
Samp41_bcBNSF,Lymphoid
Samp41_bcDYRZ,Lymphoid
Samp41_bcBLPE,Lymphoid
Samp41_bcAXQD,Lymphoid
Samp41_bcEMJR,Lymphoid
Samp41_bcHQHZ,Lymphoid
Samp41_bcAWXS,Lymphoid
Samp41_bcHESX,Lymphoid
Samp41_bcEWCG,Lymphoid
Samp41_bcHJNY,Lymphoid
Samp41_bcFYBH,Lymphoid
Samp41_bcFRUZ,HSC/MPP
Samp41_bcEERD,Lymphoid
Samp41_bcBTHX,Lymphoid
Samp41_bcIADB,Lymphoid
Samp41_bcHURT,Lymphoid
Samp41_bcFJVY,Lymphoid
Samp41_bcHUPI,Erythroid
Samp41_bcHSQY,Lymphoid
Samp41_bcBGGQ,Lymphoid
Samp41_bcBPIF,Lymphoid
Samp41_bcFJOQ,Lymphoid
Samp41_bcAUOS,Lymphoid
Samp41_bcEUXG,HSC/MPP
Samp41_bcHTJD,Lymphoid
Samp41_bcFKLX,Lymphoid
Samp41_bcGNSA,Lymphoid
Samp41_bcCWWS,Lymphoid
Samp41_bcIBBK,HSC/MPP
Samp41_bcFJQR,Lymphoid
Samp41_bcDRZT,Lymphoid
Samp41_bcGVPC,Lymphoid
Samp41_bcHLOX,Lymphoid
Samp41_bcCFUW,Lymphoid
Samp41_bcDFXB,Lymphoid
Samp41_bcGCCS,Lymphoid
Samp41_bcAKMR,HSC/MPP
Samp41_bcFYHS,Lymphoid
Samp41_bcEISC,HSC/MPP
Samp41_bcFCDP,Lymphoid
Samp41_bcHNUO,Lymphoid
Samp41_bcBFSH,Lymphoid
Samp41_bcFISL,Lymphoid
Samp41_bcHFEE,HSC/MPP
Samp41_bcGHEE,Lymphoid
Samp41_bcGOZZ,Lymphoid
Samp41_bcESOV,Lymphoid
Samp41_bcGTCQ,Lymphoid
Samp41_bcAAFI,Lymphoid
Samp41_bcGHZA,Lymphoid
Samp41_bcGROH,Lymphoid
Samp41_bcFOAQ,HSC/MPP
Samp41_bcIGOZ,Lymphoid
Samp41_bcBAII,Lymphoid
Samp41_bcGFNT,Lymphoid
Samp41_bcEIBE,Lymphoid
Samp41_bcDNUL,Lymphoid
Samp41_bcAUXS,Lymphoid
Samp41_bcGFOB,Myeloid-biased-MPP
Samp41_bcALUB,Lymphoid
Samp41_bcCKDQ,HSC/MPP
Samp41_bcBOHJ,Lymphoid
Samp41_bcBEUB,Lymphoid
Samp41_bcHECH,HSC/MPP
Samp41_bcGCKA,Lymphoid
Samp41_bcBRAZ,Lymphoid
Samp41_bcIDSQ,HSC/MPP
Samp41_bcBWZC,Lymphoid
Samp41_bcGXXM,Lymphoid
Samp41_bcAYDC,Lymphoid
Samp41_bcFBAE,Lymphoid
Samp41_bcBYJF,Lymphoid
Samp41_bcDHGG,Lymphoid
Samp41_bcHZDU,Lymphoid
Samp41_bcFKVB,Lymphoid
Samp41_bcBEEW,Lymphoid
Samp41_bcBXEO,Lymphoid
Samp41_bcAJVK,Lymphoid
Samp41_bcEUVN,Lymphoid
Samp41_bcHTOA,Lymphoid
Samp41_bcFYWJ,Lymphoid
Samp41_bcEVKV,HSC/MPP
Samp41_bcBVVP,Myeloid-biased-MPP
Samp41_bcAHAI,Lymphoid
Samp41_bcEUGZ,Lymphoid
Samp41_bcBLSH,Lymphoid
Samp41_bcBBPN,Lymphoid
Samp41_bcBKOP,Lymphoid
Samp41_bcIEUO,Lymphoid
Samp41_bcERDP,Lymphoid
Samp41_bcDAIZ,Lymphoid
Samp41_bcENGO,HSC/MPP
Samp41_bcIBXM,Lymphoid
Samp41_bcHFVF,Lymphoid
Samp41_bcGGLC,Lymphoid
Samp41_bcDCNA,Lymphoid
Samp41_bcHQME,Lymphoid
Samp41_bcELDM,Lymphoid
Samp41_bcBVQO,Lymphoid
Samp41_bcEBOB,Lymphoid
Samp41_bcAUCG,HSC/MPP
Samp41_bcBMNJ,Lymphoid
Samp41_bcEJNW,Lymphoid
Samp41_bcDXAR,HSC/MPP
Samp41_bcDUGP,Lymphoid
Samp41_bcHSPU,HSC/MPP
Samp41_bcGBAR,HSC/MPP
Samp41_bcGRCQ,HSC/MPP
Samp41_bcBSNJ,Granulocyte
Samp41_bcCRYW,HSC/MPP
Samp41_bcIJDX,Granulocyte
Samp41_bcFZEG,HSC/MPP
Samp41_bcAVRM,HSC/MPP
Samp41_bcAMPE,HSC/MPP
Samp41_bcCRLS,HSC/MPP
Samp41_bcFFIE,Erythroid
Samp41_bcFQLJ,Basophil
Samp41_bcCGSD,Basophil
Samp41_bcGZGC,Basophil
Samp41_bcHIZS,Basophil
Samp41_bcAZBP,Basophil
Samp41_bcGXIH,Basophil
Samp41_bcHRLW,Basophil
Samp41_bcHWPF,Basophil
Samp41_bcFFEH,Basophil
Samp41_bcBSMP,Basophil
Samp41_bcBPUL,Basophil
Samp41_bcFEXL,Basophil
Samp41_bcBLOG,Basophil
Samp41_bcDNRZ,Meg/Ery-biased-MPP
Samp41_bcEUHN,Basophil
Samp41_bcGZJG,Basophil
Samp41_bcIIEO,Basophil
Samp41_bcBNKI,Basophil
Samp41_bcBCFB,Basophil
Samp41_bcBKYR,Basophil
Samp41_bcGTSQ,Basophil
Samp41_bcHBLW,Basophil
Samp41_bcGKAI,Basophil
Samp41_bcHOLJ,Basophil
Samp41_bcEPMG,Basophil
Samp41_bcDITF,Basophil
Samp41_bcIJYZ,Basophil
Samp41_bcCJQQ,Basophil
Samp41_bcAPSK,Basophil
Samp41_bcFMLN,Basophil
Samp41_bcHIMC,Basophil
Samp41_bcHYLG,Basophil
Samp41_bcGAZT,Basophil
Samp41_bcBJXN,Myeloid-biased-MPP
Samp41_bcEUKD,Basophil
Samp41_bcEOCA,Basophil
Samp41_bcFIZF,Basophil
Samp41_bcBJXY,Basophil
Samp41_bcAFPJ,Lymphoid
Samp41_bcEMXD,Basophil
Samp41_bcHIKJ,Basophil
Samp41_bcFPJS,Basophil
Samp41_bcENVH,Basophil
Samp41_bcHJIJ,Basophil
Samp41_bcCFHP,Basophil
Samp41_bcATGA,Erythroid
Samp41_bcHDWE,Lymphoid
Samp41_bcIDHQ,Basophil
Samp41_bcHJBL,Basophil
Samp41_bcASAB,Erythroid
Samp41_bcHQJQ,Erythroid
Samp41_bcHPVN,Basophil
Samp41_bcEQQG,Granulocyte
Samp41_bcENNT,Basophil
Samp41_bcBCSG,Basophil
Samp41_bcEIYB,HSC/MPP
Samp41_bcEFZI,Myeloid-biased-MPP
Samp41_bcFNIH,Basophil
Samp41_bcGPAP,Basophil
Samp41_bcHWUJ,Erythroid
Samp41_bcDUBN,Basophil
Samp41_bcGLJO,Meg/Ery-biased-MPP
Samp41_bcCXHG,Basophil
Samp41_bcBDIB,HSC/MPP
Samp41_bcBPGB,Basophil
Samp41_bcCURA,Basophil
Samp41_bcHYIJ,Meg/Ery-biased-MPP
Samp41_bcFGEA,Basophil
Samp41_bcALGP,Erythroid
Samp41_bcHCGA,Basophil
Samp41_bcHUBF,Basophil
Samp41_bcAGSE,Basophil
Samp41_bcBLGU,Basophil
Samp41_bcHFQP,HSC/MPP
Samp41_bcHESQ,Lymphoid
Samp41_bcETSY,HSC/MPP
Samp41_bcDOJB,HSC/MPP
Samp41_bcHKTN,HSC/MPP
Samp41_bcHVCE,HSC/MPP
Samp41_bcBOQD,HSC/MPP
Samp41_bcGLFT,Lymphoid
Samp41_bcATWD,HSC/MPP
Samp41_bcHYGD,HSC/MPP
Samp41_bcGSRW,HSC/MPP
Samp41_bcELRT,Granulocyte
Samp41_bcAKKF,Meg/Ery-biased-MPP
Samp41_bcDKEW,HSC/MPP
Samp41_bcBEYS,Lymphoid
Samp41_bcCXSB,HSC/MPP
Samp41_bcCXOA,Lymphoid
Samp41_bcAGPJ,HSC/MPP
Samp41_bcFPXK,Lymphoid
Samp41_bcHMAD,HSC/MPP
Samp41_bcFCSG,Erythroid
Samp41_bcDZPZ,Erythroid
Samp41_bcAVZV,HSC/MPP
Samp41_bcAGGW,HSC/MPP
Samp41_bcHBUB,HSC/MPP
Samp41_bcFLYB,Erythroid
Samp41_bcBBQT,Lymphoid
Samp41_bcCXNW,HSC/MPP
Samp41_bcGQSF,HSC/MPP
Samp41_bcGFFB,HSC/MPP
Samp41_bcHYQZ,HSC/MPP
Samp41_bcCCEV,HSC/MPP
Samp41_bcEGMS,Granulocyte
Samp41_bcEPOY,HSC/MPP
Samp41_bcIGAA,Meg/Ery-biased-MPP
Samp41_bcFNMN,HSC/MPP
Samp41_bcGCIH,Lymphoid
Samp41_bcBEPQ,Granulocyte
Samp41_bcEXKT,HSC/MPP
Samp41_bcEYGP,HSC/MPP
Samp41_bcCMDP,HSC/MPP
Samp41_bcEULS,Lymphoid
Samp41_bcHXTN,HSC/MPP
Samp41_bcGRGG,HSC/MPP
Samp41_bcEFQQ,HSC/MPP
Samp41_bcEROU,HSC/MPP
Samp41_bcDPJP,HSC/MPP
Samp41_bcEPCP,Lymphoid
Samp41_bcANYI,HSC/MPP
Samp41_bcGREF,HSC/MPP
Samp41_bcBAQO,HSC/MPP
Samp41_bcAXOI,HSC/MPP
Samp41_bcERMU,HSC/MPP
Samp41_bcDDSA,HSC/MPP
Samp41_bcGHVG,HSC/MPP
Samp41_bcESXL,HSC/MPP
Samp41_bcFOMP,HSC/MPP
Samp41_bcCJEC,HSC/MPP
Samp41_bcGYGE,HSC/MPP
Samp41_bcGIIL,HSC/MPP
Samp41_bcEQCG,Monocyte
Samp41_bcCBYF,Lymphoid
Samp41_bcEJUI,HSC/MPP
Samp41_bcCJDK,HSC/MPP
Samp41_bcBJQX,HSC/MPP
Samp41_bcDADR,HSC/MPP
Samp41_bcDBZI,HSC/MPP
Samp41_bcCFXT,HSC/MPP
Samp41_bcAIET,Erythroid
Samp41_bcFBKI,Platelet
Samp41_bcHFQM,HSC/MPP
Samp41_bcFRUQ,HSC/MPP
Samp41_bcGOFS,HSC/MPP
Samp41_bcBPKH,HSC/MPP
Samp41_bcEVNM,HSC/MPP
Samp41_bcBMDZ,HSC/MPP
Samp41_bcHLWJ,HSC/MPP
Samp41_bcCZFX,HSC/MPP
Samp41_bcGVRT,HSC/MPP
Samp41_bcGZZG,HSC/MPP
Samp41_bcAEHP,HSC/MPP
Samp41_bcCXJN,HSC/MPP
Samp41_bcEWIQ,HSC/MPP
Samp41_bcHPKU,HSC/MPP
Samp41_bcFZFT,HSC/MPP
